epoch,train_loss,train_accuracy,train_f1,train_precision,eval_loss,eval_accuracy,eval_f1,eval_precision
0,2.280923776877554,19.976780185758514,0.1718036635530033,0.19343599576378206,1.978060647932227,40.52072422678878,0.5217018315980949,0.920142404356081
1,2.0267318154267113,32.13235294117647,0.3029549828169155,0.3485469731077314,1.287721204165479,56.80083794702978,0.6682745915141279,0.9324280512743777
2,1.8281456680858836,41.23065015479876,0.3987488715275091,0.4583216005700522,1.0059442153398672,67.8886727517582,0.7732296444969057,0.9650331687365953
3,1.7016816152507677,47.39938080495356,0.46442709337446214,0.5316422713423495,1.0239788183779948,64.83615142871355,0.7505995259281307,0.9773980533407437
4,1.6165146439068088,51.48219814241486,0.5056018517086622,0.573717949899259,0.7574495261485716,76.38784977605953,0.8414124594203267,0.9943804346018921
5,1.5545369634687347,54.34984520123839,0.536146100953571,0.6034235404688201,0.8980854379369099,71.43498429077641,0.8108608756218578,0.9891051015920087
6,1.4657280047242487,58.46749226006192,0.5786468465744786,0.6438141462725456,0.6255391833133974,81.31078857599967,0.8778378964821683,0.9944432568777923
7,1.3933820549917664,61.76857585139319,0.6111882791700907,0.6764643686421948,0.5829694332003361,81.52027532431103,0.878374978591276,0.9925895840904071
8,1.341318350790455,64.01702786377709,0.6366450549364631,0.7028934007813662,0.5331789764408292,83.55528954062547,0.8926992028534141,0.9970500844359889
9,1.2989870580357294,66.04102167182663,0.6569290285737652,0.7208808786672566,0.482670626070584,86.05416729356399,0.9110755551684276,0.996386709704082
10,1.2675163997216121,67.05108359133126,0.667031320502683,0.7288666686770409,0.5038934561167401,84.49797994912464,0.8972202215637785,0.991979827992846
11,1.2307594998702176,68.80030959752322,0.6864385440221479,0.7495022789817679,0.4084932995550686,89.09172527308095,0.9302440571934381,0.9962442017058207
12,1.2009880118694838,70.40247678018576,0.7024493390166765,0.7643367610201974,0.4322674692292494,87.34101451786447,0.9194455534157308,0.999425158362013
13,1.1809698544788656,70.812693498452,0.7061616342034297,0.7650487892525429,0.4405673940025117,87.25123447553494,0.9188021257188098,0.9990674632863769
